  20000.
  10.
 -1.2093092  0.64475536  1.04834964 -0.64454937  1.30183893 -1.17148339
  0.226416501  0.232902319  0.882351268  0.0383567477  0.193300113 -1.63650815
  0.59894172 -1.00315014 -1.00198041  0.522152163 -0.501740582  0.927666941
 -0.165354084 -1.35375605  0.0561287868  0.742071345 -0.0710631277  0.883315931
 -0.62805358 -0.0174639067 -0.722502742 -0.659267612 -0.105941334  0.615141628
 -0.713424936 -0.0767184331 -0.56470254 -1.50244976  0.522421083  0.698490819
  0.165873865  0.323602594  0.439925663 -0.468572261 -1.69389849 -0.929578383
 -1.01102156  0.0117747208 -0.0687444939 -0.930527831 -1.00817878 -1.35459844
 -0.435087398 -1.52397264 -1.94676671 -0.229563844 -1.0999902 -0.543694186
  0.914519393 -0.126121765  1.2186022 -0.0371880658  0.668605024 -0.721182849
  0.405478291  0.546344556 -1.26184717 -1.33263507  1.62649327  1.12957767
 -1.91076787 -0.45273  1.69475279 -0.414932459 -0.024108657  0.507236742
 -0.456940565 -0.515405171  0.206557291  0.168141645 -0.1393204 -1.26780496
  1.64193296 -0.703240078 -0.328750417  0.983146907  1.41780949  1.57197313
  0.395569135 -0.00246708011 -0.47496126 -0.616565697  1.0232337 -1.25453903
 -0.0861382965  1.6679234  0.42276513  0.265116791  0.771906716  1.38084975
  0.390453721  0.392471679  0.611589333  0.855699554 -0.751072596  0.874102001
 -1.70573469  0.591316229 -0.332533548  0.628251687  0.357009544  0.826485156
 -0.537376199 -1.24984331  0.540551322 -0.439469721 -0.662946088  1.78961092
 -0.951481905  1.06965847  1.05483964  0.135896121 -1.6974822  0.787234075
 -0.309453689  0.403190299  0.156674044 -1.08645001 -1.18858251 -1.50373588
  0.833844429 -0.806354579  1.48820717  1.89431469  0.10903312 -0.218137085
 -1.66417838  0.602121596  0.40395358  0.266034216  0.205227366  0.229706987
 -0.62621115 -1.17619258 -0.100561453  0.944956904  0.643031938  1.34807096
  0.151089054 -1.72437675  1.41544493  0.691464717 -0.32912333 -0.485669664
  1.16425171 -0.747359156  1.86452709 -0.179185284 -1.75598133 -0.819962677
  1.73944057 -1.13606563 -0.368245695 -0.676165145 -0.0363252498 -0.291986581
 -0.614564687 -0.399449184  0.382966361 -0.58780019 -1.48802219  0.223672497
 -0.353207624  0.253418198  0.416355927  0.831674753  0.501317642 -1.02044155
  0.0684502352  1.72424498 -1.10764736  1.57005899  1.66164514 -0.238609095
  0.813609547  0.470152703  0.307392323  0.711226298  0.567364748 -0.845016548
  0.799526674  0.158830571  0.360857795 -0.190846039 -0.673950259  0.407898731
  1.47538026  1.17621559  1.16214014 -0.228909724 -0.946328772 -0.577373715
  0.175770997 -1.84774503  1.91263958  1.6313619 -0.329437426 -0.330260327
  1.72531509  0.173273464  0.885630873  0.69610018  1.07632378 -1.71909974
 -0.775446898 -1.10920557  0.087120065  1.17541111 -1.08057333  0.579933712
  0.924715358  1.19264751 -1.26967517  0.928971314 -1.75762386 -0.231459724
 -0.104334828 -1.03402043  0.614985901 -1.0068652  0.604182086  0.020816424
 -0.312130678 -0.801797489  0.190691394  0.0391861194  0.542806631  0.609079334
 -0.308053142  0.887594811 -0.390370107  1.02634747 -0.942286152  0.0642841268
  1.62903092  1.69825694 -0.210495909  0.52001709  1.06899681 -1.6480249
 -0.527985378  1.22562583  0.221799599 -0.0318235218  0.887502194  0.732811367
  1.6115137  0.159371352 -0.17237221  0.384504169  0.947551982 -0.139367842
  1.38213876 -0.0694503158 -0.412500445  0.178592346  0.273105547 -0.472497382
  1.5201441 -1.24507089  1.43357376 -0.900208659  0.823041386 -0.193221594
 -0.76334986 -1.41703137 -0.142349569 -0.440901041 -0.81035106  0.708404527
  0.323281189  1.17817648 -0.144363816 -0.35569062 -0.170356837 -0.501164118
 -0.629829514  0.129205469 -0.642347512 -0.0686004905  0.702880077 -0.525907778
 -1.3046378  0.123918665  0.36516364 -0.375330019 -0.267021493  0.544063798
  0.200158035 -1.24008397 -0.482802839  0.471680005 -0.410010362  0.22544426
  0.678450583  1.54513181 -0.783133891 -0.464429719  0.454821113 -0.446675105
